cod_ibge7;municipio;porte;ra;ano;prest_a;natjur_a;in023;in049;in051;in053
3532207;Narandiba;Mais de 5 mil a 10 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;2,98;10,71;10,54
3532306;Natividade da Serra;Mais de 5 mil a 10 mil;RA São José dos Campos;2022;Prefeitura Municipal de Natividade da Serra;Administração pública direta;;89,63;2530,59;8,27
3532405;Nazaré Paulista;Mais de 10 mil a 20 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;28,2;145,03;10,98
3532504;Neves Paulista;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Neves Paulista;Administração pública direta;;42,81;312,68;12,7
3532603;Nhandeara;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,62;68,13;11,97
3532702;Nipoã;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;13,37;56,58;11,07
3532801;Nova Aliança;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Nova Aliança;Administração pública direta;;57,55;431,12;9,6
3532827;Nova Campina;Mais de 5 mil a 10 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;18,36;64,86;8,61
3532843;Nova Canaã Paulista;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,12;68,72;10,81
3532868;Nova Castilho;Até 5 mil;RA Araçatuba;2022;Prefeitura Municipal de Nova Castilho;Administração pública direta;;9,95;9,23;2,54
3532900;Nova Europa;Mais de 5 mil a 10 mil;RA Central;2022;Prefeitura Municipal de Nova Europa;Administração pública direta;;0,36;2,06;17,13
3533007;Nova Granada;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;8,78;43,27;13,43
3533106;Nova Guataporanga;Até 5 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;20,32;94,36;11,21
3533205;Nova Independência;Até 5 mil;RA Araçatuba;2022;Prefeitura Municipal de Nova Independência;Administração pública direta;;46,79;260,24;9
3533254;Novais;Até 5 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Novais;Administração pública direta;;0;0;52,43
3533304;Nova Luzitânia;Até 5 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;11,02;46,11;11,15
3533403;Nova Odessa;Mais de 50 mil a 100 mil;RA Campinas;2022;Cia de Desenvolvimento de Nova Odessa;Sociedade de economia mista com administração pública;;33,41;200,63;11,66
3533502;Novo Horizonte;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;10,29;50,83;13,3
3533601;Nuporanga;Mais de 5 mil a 10 mil;RA Franca;2022;Prefeitura Municipal de Nuporanga;Administração pública direta;;11,47;45,35;10,02
3533700;Ocauçu;Até 5 mil;RA Marília;2022;Prefeitura Municipal de Ocauçu;Administração pública direta;;24,45;347,75;29,67
3533809;Óleo;Até 5 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;23,06;106,27;10,73
3533908;Olímpia;Mais de 50 mil a 100 mil;RA Barretos;2022;Superintendência de Água e Esgoto e Meio Ambiente de Olímpia;Autarquia;;25,86;178,56;14,71
3534005;Onda Verde;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;12,59;59,46;12,43
3534104;Oriente;Mais de 5 mil a 10 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,95;79,27;11,79
3534203;Orindiúva;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;19,92;102,6;12,47
3534302;Orlândia;Mais de 20 mil a 50 mil;RA Franca;2022;Prefeitura Municipal de Orlândia;Administração pública direta;;64,6;995,91;16,38
3534401;Osasco;Mais de 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;30,69;258,61;11,31
3534500;Oscar Bressane;Até 5 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,16;75,22;10,96
3534609;Osvaldo Cruz;Mais de 20 mil a 50 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,39;66,12;11,72
3534708;Ourinhos;Mais de 100 mil a 500 mil;RA Marília;2022;Superintendência de Água e Esgoto de Ourinhos;Autarquia;;57,86;583,13;11,72
3534757;Ouroeste;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;15,3;71,34;11,93
3534807;Ouro Verde;Mais de 5 mil a 10 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Ouro Verde;Administração pública direta;;11,28;141,62;33,89
3534906;Pacaembu;Mais de 10 mil a 20 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Pacaembu;Administração pública direta;;1,61;6,4;11,86
3535002;Palestina;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2022;Empresa de Saneamento de Palestina;Empresa privada;;11,62;50,89;11,7
3535101;Palmares Paulista;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;9,83;43,52;11,68
3535200;Palmeira d'Oeste;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;12,25;55,3;11,99
3535309;Palmital;Mais de 10 mil a 20 mil;RA Marília;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;33,18;195,09;11,92
3535408;Panorama;Mais de 10 mil a 20 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Panorama;Administração pública direta;;27,54;77,25;6,12
3535507;Paraguaçu Paulista;Mais de 20 mil a 50 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,55;82,25;12,5
3535606;Paraibuna;Mais de 10 mil a 20 mil;RA São José dos Campos;2022;Companhia de Águas e Esgotos de Paraibuna;Empresa privada;;27,03;137,34;11
3535705;Paraíso;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Paraíso;Administração pública direta;;37,42;338,81;17,24
3535804;Paranapanema;Mais de 10 mil a 20 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;10,97;47,54;11,37
3535903;Paranapuã;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,4;81,46;11,64
3536000;Parapuã;Mais de 10 mil a 20 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;11,5;50,08;11,58
3536109;Pardinho;Mais de 5 mil a 10 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;38,93;231,53;10,85
3536208;Pariquera-Açu;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;28,36;149,48;11,41
3536257;Parisi;Até 5 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Parisi;Administração pública direta;;9,99;51,07;14
3536307;Patrocínio Paulista;Mais de 10 mil a 20 mil;RA Franca;2022;Prefeitura Municipal de Patrocínio Paulista;Administração pública direta;;57,47;517,41;11,54
3536406;Paulicéia;Mais de 5 mil a 10 mil;RA Presidente Prudente;2022;Prefeitura Municipal de Paulicéia;Administração pública direta;;0;0;19,75
3536505;Paulínia;Mais de 100 mil a 500 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,4;160,63;14,49
3536570;Paulistânia;Até 5 mil;RA Bauru;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,87;67,92;11,7
3536604;Paulo de Faria;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;14,02;79,26;14,68
3536703;Pederneiras;Mais de 20 mil a 50 mil;RA Bauru;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;31,51;204,22;13,27
3536802;Pedra Bela;Mais de 5 mil a 10 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;25,33;126,09;11,08
3536901;Pedranópolis;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,66;87,35;12,34
3537008;Pedregulho;Mais de 10 mil a 20 mil;RA Franca;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,9;83,08;11,42
3537107;Pedreira;Mais de 20 mil a 50 mil;RA Campinas;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;51,41;414,79;11,48
3537156;Pedrinhas Paulista;Até 5 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,46;88,21;13,5
3537206;Pedro de Toledo;Mais de 10 mil a 20 mil;RA Registro;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;26,71;128,24;10,66
3537305;Penápolis;Mais de 50 mil a 100 mil;RA Araçatuba;2022;Departamento Autônomo de Água e Esgoto de Penápolis;Autarquia;;24,06;137,61;12,08
3537404;Pereira Barreto;Mais de 20 mil a 50 mil;RA Araçatuba;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;15,15;125;20,55
3537503;Pereiras;Mais de 5 mil a 10 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;30,64;154,02;10,44
3537602;Peruíbe;Mais de 50 mil a 100 mil;RA Santos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;40,96;228,19;9,35
3537701;Piacatu;Mais de 5 mil a 10 mil;RA Araçatuba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;22,74;111,04;11,31
3537800;Piedade;Mais de 50 mil a 100 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;32,09;177,22;11,03
3537909;Pilar do Sul;Mais de 20 mil a 50 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;25,25;117,42;10,47
3538006;Pindamonhangaba;Mais de 100 mil a 500 mil;RA São José dos Campos;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;31,22;202,33;12,44
3538105;Pindorama;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2022;Prefeitura Municipal de Pindorama;Administração pública direta;;39,63;268,04;12,39
3538204;Pinhalzinho;Mais de 10 mil a 20 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;19,34;79,4;9,95
3538303;Piquerobi;Até 5 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;11,38;44,31;10,39
3538501;Piquete;Mais de 10 mil a 20 mil;RA São José dos Campos;2022;ÁGUAS PIQUETE S.A.;Empresa privada;;13,92;72,79;12,35
3538600;Piracaia;Mais de 20 mil a 50 mil;RA Campinas;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;32,92;186,04;11,09
3538709;Piracicaba;Mais de 100 mil a 500 mil;RA Campinas;2022;Serviço Municipal de Água e Esgoto;Autarquia;;53,93;598,13;13,52
3538808;Piraju;Mais de 20 mil a 50 mil;RA Itapeva;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;28,96;154,56;11,38
3538907;Pirajuí;Mais de 20 mil a 50 mil;RA Bauru;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;8,68;31,85;10,19
3539004;Pirangi;Mais de 10 mil a 20 mil;RA Barretos;2022;Prefeitura Municipal de Pirangi;Administração pública direta;;24,59;152,23;13,73
3539103;Pirapora do Bom Jesus;Mais de 10 mil a 20 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;38,48;233,29;9,97
3539202;Pirapozinho;Mais de 20 mil a 50 mil;RA Presidente Prudente;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;20,89;102,46;11,69
3539301;Pirassununga;Mais de 50 mil a 100 mil;RA Campinas;2022;Serviço de Água e Esgoto de Pirassununga;Autarquia;;35,85;269,86;12,88
3539400;Piratininga;Mais de 10 mil a 20 mil;RA Bauru;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;12,89;65,01;13,12
3539509;Pitangueiras;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2022;Prefeitura Municipal de Pitangueiras;Administração pública direta;;30;604,13;42,88
3539608;Planalto;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;12,22;55,73;12,01
3539707;Platina;Até 5 mil;RA Marília;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;17,2;82,22;11,98
3539806;Poá;Mais de 100 mil a 500 mil;RM São Paulo;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;34,85;227,99;10,75
3539905;Poloni;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,17;75,72;11,67
3540002;Pompéia;Mais de 20 mil a 50 mil;RA Marília;2022;Serviço Autônomo de Água e Esgoto de Pompéia/Sp;Autarquia;;24,97;124,53;11,38
3540101;Pongaí;Até 5 mil;RA Bauru;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;7,21;31,5;12,18
3540200;Pontal;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2022;Prefeitura Municipal de Pontal;Administração pública direta;;16,71;168,03;24,08
3540259;Pontalinda;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;18,56;82,45;10,89
3540309;Pontes Gestal;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;6,03;27,77;13,03
3540408;Populina;Até 5 mil;RA São José do Rio Preto;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;16,3;72,14;11,19
3540507;Porangaba;Mais de 10 mil a 20 mil;RA Sorocaba;2022;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;;33,47;188,62;11,26
3540606;Porto Feliz;Mais de 50 mil a 100 mil;RA Sorocaba;2022;Serviço Autônomo de Água e Esgoto;Autarquia;;29,94;183,59;10,65
3540705;Porto Ferreira;Mais de 50 mil a 100 mil;RA Central;2022;BRK Ambiental - Porto Ferreira S.A.;Empresa privada;;25;164,69;13,97
3540754;Potim;Mais de 20 mil a 50 mil;RA São José dos Campos;2022;Águas de Potim SPE LTDA;Empresa privada;;76,58;599,36;5,58
